TimeUS,GyrX,GyrY,GyrZ,Roll,Pitch,Yaw,C1,C2,C3,C4,TimeSec
68559232,0.0009428911725990474,0.0009400616399943829,0.0008942388813011348,0.06873118877410889,0.056422390043735504,354.5621032714844,1000.0,1000.0,1000.0,1000.0,2.919665
68559232,0.0011051797773689032,0.0008824039250612259,0.0011238078586757183,0.06873118877410889,0.056422390043735504,354.5621032714844,1000.0,1000.0,1000.0,1000.0,2.919665
68599216,0.0009086680365726352,0.0010261442512273788,0.0009216181351803243,0.06873118877410889,0.056422390043735504,354.5621032714844,1000.0,1000.0,1000.0,1000.0,2.959649
68599216,0.00107014668174088,0.0008291422273032367,0.0010620636167004704,0.06873118877410889,0.056422390043735504,354.5621032714844,1000.0,1000.0,1000.0,1000.0,2.959649
68639200,0.0009299514349550009,0.0009478538413532078,0.0009531249525025487,0.06871182471513748,0.05672493949532509,354.56024169921875,1000.0,1000.0,1000.0,1000.0,2.999633
68639200,0.0010636867955327034,0.0009361912962049246,0.0009198997868224978,0.06871182471513748,0.05672493949532509,354.56024169921875,1000.0,1000.0,1000.0,1000.0,2.999633
68679184,0.0008953420328907669,0.0008398278732784092,0.0008634813711978495,0.06871182471513748,0.05672493949532509,354.56024169921875,1000.0,1000.0,1000.0,1000.0,3.039617
68679184,0.0008644473273307085,0.0009613146539777517,0.0009867328917607665,0.06871182471513748,0.05672493949532509,354.56024169921875,1000.0,1000.0,1000.0,1000.0,3.039617
68719168,0.0009745126008056104,0.001005276688374579,0.0009996785083785653,0.06871182471513748,0.05672493949532509,354.56024169921875,1000.0,1000.0,1000.0,1000.0,3.079601
68719168,0.0010210516629740596,0.0011036531068384647,0.00116019940469414,0.06871182471513748,0.05672493949532509,354.56024169921875,1000.0,1000.0,1000.0,1000.0,3.079601
68759152,0.0009412989020347595,0.0010677347891032696,0.0009644092060625553,0.06850959360599518,0.056772928684949875,354.55877685546875,1000.0,1000.0,1000.0,1000.0,3.119585
68759152,0.0009571539703756571,0.0007324701873585582,0.0008567809709347785,0.06850959360599518,0.056772928684949875,354.55877685546875,1000.0,1000.0,1000.0,1000.0,3.119585
68799136,0.0009485910995863378,0.0009548753732815385,0.0009470151853747666,0.06850959360599518,0.056772928684949875,354.55877685546875,1000.0,1000.0,1000.0,1000.0,3.159569
68799136,0.001118131447583437,0.0010761767625808716,0.0011527093593031168,0.06850959360599518,0.056772928684949875,354.55877685546875,1000.0,1000.0,1000.0,1000.0,3.159569
68839120,0.0009245562832802534,0.0010004073847085238,0.0009847369510680437,0.0686090812087059,0.05706300586462021,354.5570983886719,1000.0,1000.0,1000.0,1000.0,3.199553
